4.340506e+00, 8.571731e+00, 9.236495e+00, 1.276369e+01, 1.152839e+01, -1.935231e+01, 8.571604e+00, 2.296651e+00, -3.591188e+00, -6.562647e+00, -8.802146e+00, -9.320604e-02, -1.916222e-01, -1.036368e+01, -2.349161e+00, 2.804286e+00, 6.383199e+00, -3.394405e+00, 2.503853e+00, -1.969633e+00, 7.733277e+00, 1.378287e+00, -4.011501e+00, 7.448826e+00, -1.103720e+01, 4
1.201248e+01, 1.044746e+01, 6.749407e+00, 1.171110e+01, 1.122349e+01, -5.116380e+00, 1.684080e+00, 1.317176e+01, -3.923984e+00, -6.333732e+00, 1.555780e-01, 5.904565e-01, 3.330044e+00, -1.514717e+00, -8.184117e+00, -1.009502e+01, 2.712116e+00, 4.506400e+00, -4.080469e+00, 1.756655e+00, 3.612438e+00, -3.171444e+00, -1.967867e+00, -5.928044e+00, -7.627274e+00, 6
-6.107569e+00, 6.193253e+00, 6.193601e+00, 5.034291e+00, 6.283900e+00, 6.426669e+00, -1.539019e-01, 6.869255e-02, 3.986204e+00, 5.078452e+00, 1.236991e+00, 2.581646e+00, 3.578359e+00, 2.495255e+00, 6.942110e+00, 6.966005e+00, 1.527899e+00, 8.274357e-01, 4.027070e+00, 7.862867e+00, 5.839576e+00, 6.699581e+00, -4.869605e-01, 2.417296e+00, 3.730934e+00, 4
1.545006e+01, 9.220090e+00, -5.887263e+00, 5.494048e+00, 9.957425e+00, -6.045767e+00, 3.143770e+00, -3.901065e-01, -6.576710e+00, -1.523196e+00, 1.051345e+01, 8.894708e-01, -2.595604e+00, 2.278382e+00, 2.380967e+00, -7.528507e+00, -1.719508e+00, 8.579696e+00, 1.000844e+00, -1.047441e+01, -6.175692e+00, 2.615741e+00, 4.647105e+00, -3.243222e+00, 3.692826e+00, 7
1.013496e+01, 1.988933e+01, 8.652280e+00, 7.382497e+00, 4.889487e+00, 2.263134e+00, -1.808343e+00, -3.342538e+00, 3.435496e+00, -1.557949e+00, -1.228904e+01, -1.034523e+01, -3.521829e+00, 4.071305e+00, -1.136491e+00, 1.372407e+00, 3.751652e+00, -8.229433e+00, -6.624163e+00, -5.814633e+00, -5.679242e+00, 3.528910e-01, 2.433104e+00, -1.489824e+00, -3.101040e+00, 3
1.711064e+01, -3.782328e-01, 2.512477e+00, 1.712464e+01, 3.197815e+00, -1.297136e+01, 1.238376e-01, -1.556465e+01, -6.094486e+00, -4.894443e-02, 3.731843e+00, -7.009599e+00, -1.226317e+00, 8.188229e+00, -2.106894e+00, 7.722366e+00, 5.869276e+00, -4.937244e+00, 5.710766e-01, 1.845998e-01, -1.827225e+00, 6.650255e+00, -7.413433e+00, -3.567551e+00, 7.481891e-01, 8
-1.072460e+01, 4.601600e+00, 5.631983e-01, 2.675858e+00, 2.987292e+00, 5.147016e+00, 3.482467e+00, 2.001284e+00, 2.733475e+00, 3.519956e+00, 7.206930e+00, 9.273083e-01, -4.298082e+00, -1.452945e-01, 6.970364e-01, 1.874693e-01, -4.898165e-02, -1.815262e+00, -2.010362e-01, 1.559604e+00, -1.993730e-01, 3.058053e-01, 7.133697e-01, -5.787196e-01, -4.958629e+00, 8
1.153232e+01, 5.376358e+00, 2.477428e+00, 9.468613e+00, 8.571194e+00, -9.106128e+00, 2.088615e-01, -1.583467e+01, 6.600197e+00, -3.859659e-01, -7.577761e+00, 2.772726e+00, 8.134155e-01, -4.442581e+00, -1.896810e+00, 1.443529e+01, -3.074534e+00, -9.057270e+00, 5.012067e+00, 2.345329e+00, 1.170301e-01, -7.797947e+00, -4.509804e+00, 3.274710e+00, -9.462469e+00, 1
1.792842e+01, 5.789888e+00, 2.065360e+00, -9.132779e-01, -6.386716e+00, -2.487755e+00, 4.180350e+00, -6.686681e+00, -5.945848e+00, -7.605576e+00, -1.878190e+00, 4.430638e+00, -1.724041e+00, 2.460112e+01, 7.912910e+00, -1.745326e+01, 1.708387e+00, 8.802960e+00, -1.029835e+01, -3.174987e+00, 7.831448e+00, -1.474465e+01, 1.556524e+00, 4.024236e+00, -1.076031e+01, 5
1.301481e+01, 8.616868e+00, 3.575909e+00, 5.764570e+00, 3.247079e+00, -2.906194e+00, 2.251124e+00, 2.200083e+00, -5.851230e+00, -1.236559e+01, 9.481320e-01, -3.306740e+00, 6.342241e+00, 9.739342e+00, -8.619026e+00, -1.378099e+00, 6.144553e+00, -3.841584e+00, 4.781165e+00, -1.157399e+00, -5.490783e+00, 2.916784e-01, -5.766624e+00, -7.015880e+00, -1.393909e+00, 8
-2.614339e+00, 1.101210e+01, 6.244235e+00, 8.320573e+00, 7.731441e+00, 1.046286e+01, 1.128327e+01, 7.375169e+00, 6.509983e+00, 1.235784e+01, 9.877819e+00, 6.076081e+00, 4.687051e+00, 8.145113e+00, 8.201086e+00, 7.598951e+00, 5.035622e+00, 3.010286e+00, 3.999428e+00, 1.663933e+00, 4.046149e+00, -1.381037e+00, -4.909689e+00, 1.584599e+00, 6.920199e-01, 3
-9.010570e+00, -7.443857e+00, 8.094455e+00, 4.730465e+00, 9.004088e+00, -8.856293e+00, 1.789502e+00, 4.480719e+00, 6.680759e+00, -6.099993e-01, 5.569491e+00, -3.567925e+00, 2.059486e+00, 2.292171e+00, 5.647380e+00, -1.680533e+00, 2.854531e-01, 7.682943e+00, -1.870145e+00, -7.683002e+00, 6.520413e-01, 6.840378e+00, 6.175466e+00, -6.454098e+00, -3.073159e+00, 7
8.721150e+00, 1.245803e+01, 9.201619e+00, 6.153052e+00, 1.094977e+01, 2.765699e+00, 4.307907e-01, -7.319090e-01, 3.354083e+00, 7.393396e+00, 8.536476e+00, 4.515884e+00, -4.852304e+00, -4.149124e+00, -2.353423e-01, 3.214430e+00, 1.923360e+00, -3.058251e+00, 2.128797e+00, -1.784578e+00, -3.979808e+00, 2.343599e+00, -1.072126e+00, 3.596099e-03, -7.291772e-01, 1
-5.135374e+00, 9.034564e+00, 5.542843e+00, 3.546689e+00, 7.284376e+00, 7.588607e+00, 6.055541e+00, 7.289560e+00, 1.754201e+00, -3.005979e+00, 2.023695e-01, -1.820263e+00, -3.319568e+00, -1.295183e+00, -2.610459e+00, 1.038194e+00, -6.951141e-01, -3.372745e+00, -4.793043e-01, 1.437375e+00, -2.882183e+00, 8.340548e-02, 4.300266e-01, 4.223112e-01, -3.732084e+00, 2
1.364788e+01, 1.130406e+01, 5.075041e+00, 4.136718e+00, 4.214971e+00, 4.788838e-01, 5.206308e+00, 6.946538e-01, 3.391198e+00, -7.731382e-01, -6.457805e+00, 2.209110e+00, -3.174599e-01, -3.562220e+00, -2.775653e+00, -2.179897e+00, -3.232444e+00, -1.426125e+00, 7.493649e-01, -5.498367e-01, 1.091259e+00, -3.411144e+00, -4.545512e+00, 9.350378e-01, -1.009861e-01, 1
-8.386354e+00, 8.563253e+00, 2.731063e+00, 2.428246e+00, 1.504807e+00, -3.853461e-04, 1.431068e+00, 1.824990e+00, 4.098223e+00, 2.586206e+00, -4.039851e-01, 7.746176e-01, 2.275602e+00, 3.018677e+00, -1.516796e+00, 3.561725e-01, 2.161663e+00, 2.096268e+00, 2.879807e+00, 4.044565e+00, 2.760639e-01, -8.111541e-01, 4.078990e+00, 1.751621e+00, 3.821694e+00, 1
